mobley_4934872 235.10
mobley_4936555 264.33
mobley_4964807 112.34
mobley_4983965 125.73
mobley_5003962 217.57
mobley_5006685 195.80
mobley_5026370 114.04
mobley_5052949 170.26
mobley_5056289 116.54
mobley_5063386 132.10
mobley_5072416 140.30
mobley_5076071 296.97
mobley_5079234 176.03
mobley_5094777 150.70
mobley_5110043 195.69
mobley_511661 89.58
mobley_5123639 155.17
mobley_5157661 106.27
mobley_5200358 205.20
mobley_5220185 131.56
mobley_525934 57.45
mobley_5263791 194.70
mobley_52782 119.52
mobley_5282042 335.59
mobley_5286200 136.87
mobley_5310099 141.85
mobley_5311804 129.48
mobley_5326154 152.30
mobley_5346580 148.16
mobley_5347550 136.41
mobley_5371840 202.52
mobley_5390332 133.83
mobley_5393242 339.60
mobley_5445548 166.52
mobley_5449201 127.66
mobley_5456566 355.09
mobley_5467162 193.24
mobley_5471704 175.48
mobley_547634 193.07
mobley_5494918 118.69
mobley_5499659 95.00
mobley_550662 145.97
mobley_5510474 250.73
mobley_5518547 132.93
mobley_5520946 121.97
mobley_5538249 239.12
mobley_5561855 277.88
mobley_5571660 153.27
mobley_5600967 203.59
mobley_5616693 212.26
mobley_5627459 105.49
mobley_5631798 27.10
mobley_5665561 193.99
mobley_5690766 134.14
mobley_5692472 68.80
mobley_5708811 192.67
mobley_5732611 94.83
mobley_5747188 147.64
mobley_5747981 173.48
mobley_5759258 132.37
mobley_5760563 111.63
mobley_5816127 93.45
mobley_5852491 131.00
mobley_5857 144.55
mobley_5880265 157.50
mobley_588781 234.23
mobley_5890803 155.48
mobley_590519 148.40
mobley_5917842 155.78
mobley_5935995 147.61
mobley_5948990 134.58
mobley_5952846 120.93
mobley_5973402 131.66
mobley_5977084 117.66
mobley_6006813 126.27
mobley_6055410 232.81
mobley_6060301 156.12
mobley_6081058 183.91
mobley_6082662 132.00
mobley_6091882 55.56
mobley_6102880 196.60
mobley_6115639 138.45
mobley_6175884 145.05
mobley_6190089 127.01
mobley_6195751 219.94
mobley_6198745 231.15
mobley_6201330 202.05
mobley_6232400 115.98
mobley_6235784 121.35
mobley_6239320 94.39
mobley_6248915 199.77
mobley_6250025 174.90
mobley_6257907 127.93
mobley_6266306 80.14
mobley_627267 124.24
mobley_628086 109.55
mobley_628951 259.09
mobley_6303022 139.38
mobley_6309289 115.10
mobley_632905 170.39
mobley_6334915 210.16
mobley_6338073 271.34
mobley_6353617 137.78
mobley_6358463 181.16
mobley_6359135 107.66
mobley_6359156 221.68
mobley_63712 137.62
mobley_637522 201.50
mobley_6416775 173.59
mobley_6430250 168.67
mobley_6456034 199.45
mobley_646007 94.71
mobley_6474572 70.85
mobley_6497672 96.93
mobley_6522117 331.73
mobley_6571751 142.89
mobley_6619554 176.73
mobley_6620221 244.64
mobley_6632459 83.78
mobley_664966 90.88
mobley_667278 305.72
mobley_6688723 199.66
mobley_6714389 47.43
mobley_6727159 95.18
mobley_6733657 307.64
mobley_6739648 97.88
mobley_6743808 150.33
mobley_676247 69.42
mobley_6794076 137.46
mobley_6804509 168.86
mobley_6812653 149.56
mobley_6843802 170.37
mobley_6854178 112.41
mobley_6861308 184.59
mobley_6896128 190.27
mobley_6911232 89.33
mobley_6917738 95.67
mobley_6929123 104.20
mobley_6935906 266.64
mobley_6973347 112.33
mobley_6978427 177.67
mobley_6981465 133.41
mobley_6988468 139.75
mobley_7009711 152.26
mobley_7010316 134.49
mobley_7015518 66.82
mobley_7017274 201.31
mobley_7039935 157.89
mobley_7047032 123.38
mobley_7066554 125.61
mobley_7099614 90.71
mobley_7106722 148.33
mobley_7142697 134.52
mobley_7150646 142.93
mobley_7157427 186.40
mobley_7176248 334.39
mobley_7176290 129.39
mobley_718988 178.59
mobley_7200804 116.83
mobley_7203421 157.31
mobley_7227357 133.05
mobley_7239499 201.38
mobley_7261305 37.71
mobley_7295828 128.74
mobley_7298388 145.10
mobley_7326706 308.30
mobley_7326982 90.01
mobley_7360181 163.35
mobley_7364468 185.58
mobley_7375018 258.53
mobley_7378987 182.95
mobley_7393673 176.35
mobley_7415647 198.35
mobley_7417968 159.21
mobley_7455579 133.18
mobley_7463408 208.54
mobley_7463799 173.17
mobley_7497999 145.48
mobley_7532833 60.13
mobley_7542832 153.88
mobley_755351 136.94
mobley_7573149 134.02
mobley_7578802 99.42
mobley_7599023 122.98
mobley_7608435 219.67
mobley_7608462 119.71
mobley_7610437 153.17
mobley_766666 103.22
mobley_7676709 203.96
mobley_7688753 129.36
mobley_7690440 104.20
mobley_7708038 103.09
mobley_7732703 82.08
mobley_7735340 72.44
mobley_7754849 404.92
mobley_7758918 90.07
mobley_7768165 95.93
mobley_7769613 126.93
mobley_7774695 131.93
mobley_778352 119.27
mobley_7794077 138.26
mobley_7814642 153.01
mobley_7829570 332.76
mobley_7859387 169.90
mobley_7860938 200.11
mobley_7869158 134.55
mobley_7893124 187.28
mobley_7912193 223.38
mobley_7913234 180.38
mobley_7943327 133.15
mobley_7977115 154.24
mobley_7983227 130.90
mobley_7988076 129.36
mobley_8006582 109.09
mobley_8011706 91.29
mobley_8048190 70.35
mobley_8052240 216.32
mobley_8057732 125.59
mobley_8117218 298.38
mobley_8118832 80.31
mobley_8124669 309.18
mobley_8127829 147.00
mobley_819018 222.16
mobley_8191186 97.85
mobley_8207196 203.34
mobley_820789 111.59
mobley_8208692 322.86
mobley_8221999 102.91
mobley_8260524 63.85
mobley_8311303 288.95
mobley_8311321 69.98
mobley_8320545 83.40
mobley_8337722 216.13
mobley_8337977 150.14
mobley_8426916 111.28
mobley_8427539 91.99
mobley_8436428 169.43
mobley_8449031 148.80
mobley_8467917 162.39
mobley_8492526 127.22
mobley_8514745 177.21
mobley_8522124 171.81
mobley_8525830 153.65
mobley_852937 116.52
mobley_8558116 121.36
mobley_8573194 105.30
mobley_8578590 88.59
mobley_859464 156.13
mobley_8614858 171.01
mobley_8668219 168.02
mobley_8685905 108.12
mobley_8691603 130.65
mobley_8705848 157.83
mobley_8713762 266.25
mobley_8723116 128.36
mobley_8739734 127.94
mobley_8746821 137.36
mobley_8754702 111.85
mobley_8764620 113.93
mobley_8765203 109.93
mobley_8772587 131.74
mobley_8785107 140.60
mobley_8789465 136.16
mobley_8789864 165.33
mobley_8798016 116.33
mobley_8809190 190.45
mobley_8809274 144.93
mobley_8823527 270.95
mobley_8827942 234.50
mobley_8861672 139.20
mobley_8882696 92.75
mobley_8883511 144.29
mobley_8885088 100.60
mobley_8899867 114.01
mobley_8916409 347.01
mobley_8966374 109.82
mobley_8983100 59.00
mobley_900088 132.00
mobley_9007496 212.50
mobley_9015240 210.94
mobley_9028462 110.87
mobley_902954 134.32
mobley_9029594 47.01
mobley_9055303 42.84
mobley_9073553 81.00
mobley_9100956 150.87
mobley_9112978 118.03
mobley_9114381 108.65
mobley_9121449 84.95
mobley_9139060 173.51
mobley_9185328 91.38
mobley_9197172 184.92
mobley_9201263 101.85
mobley_9209581 89.47
mobley_9246215 111.00
mobley_9246351 77.29
mobley_9257453 142.19
mobley_9281946 283.54
mobley_929676 167.87
mobley_9407874 193.25
mobley_9414831 172.17
mobley_9434451 104.12
mobley_9460824 279.28
mobley_9478823 144.41
mobley_9507933 139.38
mobley_9510785 254.35
mobley_951560 101.63
mobley_9534740 162.99
mobley_9557440 113.65
mobley_9565165 193.18
mobley_9571888 297.61
mobley_9617923 235.62
mobley_9624458 114.61
mobley_9626434 114.41
mobley_9653690 205.31
mobley_967099 104.99
mobley_9671033 105.18
mobley_9705941 113.37
mobley_9717937 205.01
mobley_9729792 123.27
mobley_9733743 112.99
mobley_9740891 155.08
mobley_9741965 162.87
mobley_9794857 130.13
mobley_9821936 319.68
mobley_9838013 133.17
mobley_9883303 169.13
mobley_9897248 225.51
mobley_9913368 85.91
mobley_9942801 168.46
mobley_994483 81.24
mobley_9974966 169.72
mobley_9979854 109.59
